referrer,views_total,views_unique
systemsomicslab.github.io,1859,724
Google,233,76
Bing,93,41
github.com,85,30
chatgpt.com,65,29
nature.com,14,5
DuckDuckGo,8,5
prime.psc.riken.jp,5,2
claude.ai,4,2
Yahoo,1,1
