time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-20 00:00:00+00:00,117,43,122,42
2025-12-21 00:00:00+00:00,114,39,91,48
2025-12-22 00:00:00+00:00,115,40,213,95
2025-12-23 00:00:00+00:00,80,26,249,95
2025-12-24 00:00:00+00:00,43,16,196,96
2025-12-25 00:00:00+00:00,105,26,212,70
2025-12-26 00:00:00+00:00,133,47,187,96
2025-12-27 00:00:00+00:00,99,40,201,76
2025-12-28 00:00:00+00:00,97,39,183,69
2025-12-29 00:00:00+00:00,120,41,287,94
2025-12-30 00:00:00+00:00,97,38,274,100
2025-12-31 00:00:00+00:00,98,31,172,62
2026-01-01 00:00:00+00:00,83,33,72,31
2026-01-02 00:00:00+00:00,111,43,118,67
