referrer,views_total,views_unique
systemsomicslab.github.io,1896,630
Google,180,50
github.com,83,21
Bing,29,10
prime.psc.riken.jp,9,7
cn.bing.com,8,6
chatgpt.com,7,3
zenodo.org,5,4
mail.google.com,4,4
teams.microsoft.com,3,1
