referrer,views_total,views_unique
systemsomicslab.github.io,1644,744
Google,169,69
Bing,84,40
github.com,80,31
chatgpt.com,21,13
enauczanie.pg.edu.pl,11,6
learn.inha.ac.kr,5,4
nature.com,5,2
prime.psc.riken.jp,4,1
doubao.com,3,2
