referrer,views_total,views_unique
systemsomicslab.github.io,1746,630
Bing,175,65
Google,134,51
cn.bing.com,128,63
github.com,123,26
chatgpt.com,21,9
nature.com,20,6
prime.psc.riken.jp,11,6
statics.teams.cdn.office.net,7,2
zenodo.org,4,3
