referrer,views_total,views_unique
systemsomicslab.github.io,1596,583
Bing,263,86
Google,189,59
cn.bing.com,127,50
github.com,82,20
nature.com,24,3
DuckDuckGo,23,5
chatgpt.com,22,7
cl.search.yahoo.com,20,2
ecosia.org,10,2
