time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,95,36,230,96
2026-04-07 00:00:00+00:00,101,43,370,174
2026-04-08 00:00:00+00:00,98,43,312,147
2026-04-09 00:00:00+00:00,103,41,314,166
2026-04-10 00:00:00+00:00,235,88,264,132
2026-04-11 00:00:00+00:00,276,95,95,48
2026-04-12 00:00:00+00:00,126,55,114,60
2026-04-13 00:00:00+00:00,190,67,399,162
2026-04-14 00:00:00+00:00,89,35,470,195
2026-04-15 00:00:00+00:00,105,45,425,192
2026-04-16 00:00:00+00:00,117,46,405,160
2026-04-17 00:00:00+00:00,89,38,269,124
2026-04-18 00:00:00+00:00,111,49,122,67
2026-04-19 00:00:00+00:00,219,90,127,61
