referrer,views_total,views_unique
systemsomicslab.github.io,1966,639
Google,175,63
github.com,139,23
Bing,46,12
biorxiv.org,34,1
zenodo.org,20,4
sogou.com,16,1
prime.psc.riken.jp,11,4
cn.bing.com,11,4
search.brave.com,4,2
