time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,28,11,384,153
2025-11-15 00:00:00+00:00,9,6,127,65
2025-11-16 00:00:00+00:00,5,5,199,77
2025-11-17 00:00:00+00:00,32,14,362,142
2025-11-18 00:00:00+00:00,29,10,483,174
2025-11-19 00:00:00+00:00,9,6,427,184
2025-11-20 00:00:00+00:00,44,20,394,138
2025-11-21 00:00:00+00:00,9,7,379,128
2025-11-22 00:00:00+00:00,8,6,151,57
2025-11-23 00:00:00+00:00,4,4,156,62
2025-11-24 00:00:00+00:00,6,6,294,121
2025-11-25 00:00:00+00:00,12,10,358,132
2025-11-26 00:00:00+00:00,18,10,453,168
2025-11-27 00:00:00+00:00,1,1,355,115
