time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-04 00:00:00+00:00,7,5,447,124
2024-09-05 00:00:00+00:00,3,2,351,95
2024-09-06 00:00:00+00:00,16,5,432,106
2024-09-07 00:00:00+00:00,1,1,139,30
2024-09-08 00:00:00+00:00,12,2,313,30
2024-09-09 00:00:00+00:00,4,1,532,108
2024-09-10 00:00:00+00:00,5,4,362,108
2024-09-11 00:00:00+00:00,1,1,515,130
2024-09-12 00:00:00+00:00,27,4,379,119
2024-09-13 00:00:00+00:00,18,5,423,96
2024-09-14 00:00:00+00:00,2,2,201,48
2024-09-15 00:00:00+00:00,2,1,165,26
2024-09-16 00:00:00+00:00,4,4,191,74
2024-09-17 00:00:00+00:00,10,3,372,100
