referrer,views_total,views_unique
systemsomicslab.github.io,1725,603
Google,149,48
github.com,35,16
Bing,26,10
cn.bing.com,9,7
prime.psc.riken.jp,8,6
chatgpt.com,6,2
DuckDuckGo,4,1
zenodo.org,2,1
biorxiv.org,2,1
