referrer,views_total,views_unique
systemsomicslab.github.io,1968,543
Google,284,33
github.com,195,22
mail.google.com,30,3
cn.bing.com,14,3
prime.psc.riken.jp,10,4
Bing,9,5
zenodo.org,3,3
biorxiv.org,3,1
es.search.yahoo.com,1,1
