referrer,views_total,views_unique
systemsomicslab.github.io,2046,535
github.com,635,14
Google,143,31
lms.uwa.edu.au,50,16
prime.psc.riken.jp,17,7
cn.bing.com,16,6
biorxiv.org,12,2
Bing,11,4
nerdyturtlez.com,7,6
statics.teams.cdn.office.net,2,1
