referrer,views_total,views_unique
systemsomicslab.github.io,1653,594
Bing,283,87
Google,177,57
cn.bing.com,125,53
github.com,57,18
cl.search.yahoo.com,20,2
chatgpt.com,19,6
DuckDuckGo,14,5
nature.com,11,6
Yahoo,9,4
