referrer,views_total,views_unique
systemsomicslab.github.io,1645,706
Google,185,67
github.com,126,29
Bing,98,44
doubao.com,17,1
chatgpt.com,16,12
nature.com,11,3
zenodo.org,6,3
mail-attachment.googleusercontent.com,4,3
DuckDuckGo,3,2
