referrer,views_total,views_unique
systemsomicslab.github.io,575,189
Bing,65,26
Google,47,23
cn.bing.com,32,21
zenodo.org,23,1
copilot.microsoft.com,16,1
github.com,15,6
word-edit.officeapps.live.com,3,1
prime.psc.riken.jp,2,2
chatgpt.com,2,2
