time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-20 00:00:00+00:00,1.0,1.0,87,35
2024-10-21 00:00:00+00:00,3.0,2.0,368,136
2024-10-22 00:00:00+00:00,20.0,6.0,360,138
2024-10-23 00:00:00+00:00,3.0,2.0,212,102
2024-10-24 00:00:00+00:00,3.0,3.0,318,118
2024-10-25 00:00:00+00:00,2.0,2.0,226,99
2024-10-26 00:00:00+00:00,1.0,1.0,225,53
2024-10-27 00:00:00+00:00,,,59,25
2024-10-28 00:00:00+00:00,15.0,4.0,279,100
2024-10-29 00:00:00+00:00,3.0,2.0,367,138
2024-10-30 00:00:00+00:00,3.0,3.0,352,111
2024-10-31 00:00:00+00:00,4.0,2.0,267,113
2024-11-01 00:00:00+00:00,3.0,2.0,255,102
2024-11-02 00:00:00+00:00,1.0,1.0,112,47
