referrer,views_total,views_unique
systemsomicslab.github.io,1980,704
Google,217,63
Bing,191,85
github.com,133,28
cn.bing.com,115,48
DuckDuckGo,11,7
chatgpt.com,8,5
nature.com,6,3
zenodo.org,5,5
prime.psc.riken.jp,4,3
