referrer,views_total,views_unique
systemsomicslab.github.io,1365,451
Google,288,41
github.com,87,14
cn.bing.com,19,7
Bing,17,9
nature.com,9,6
chatgpt.com,5,2
teams.microsoft.com,3,3
DuckDuckGo,3,1
prime.psc.riken.jp,2,2
